project_key,branch_id,project_leader,project_coordinator,project_type,status,source
109539,1-10,Samantha Barker,Mary White,Transportation,Inactive,RFP
109540,1-70,Christina Cordova,Joseph Johnson,Water & Wastewater,Active,Sole Source
109541,1-70,Robert Harris,Unknown,Unknown,Inactive,Unknown
109542,1-80,Roger Martinez,Unknown,Unknown,Dormant,Unknown
109543,1-70,Aaron Davis,Unknown,Unknown,Dormant,Unknown
109544,1-70,Aaron Davis,Unknown,Unknown,Dormant,Unknown
109545,1-10,Christopher Williams,Kyle Stephenson,General Services,Inactive,Sole Source
109546,1-10,Christopher Williams,Kyle Stephenson,Planning,Inactive,Sole Source
109547,1-80,Jessica Chen,Unknown,Unknown,Inactive,Unknown
109548,1-70,Phillip Wallace,Unknown,Unknown,Inactive,Unknown
109549,1-10,Kenneth Hall,Mandy Ray DDS,Water & Wastewater,Inactive,Unknown
109550,1-70,Sarah Baker,Joseph Johnson,Water & Wastewater,Inactive,Sole Source
109551,1-80,Christopher Williams,Mandy Ray DDS,Water & Wastewater,Inactive,Sole Source
109552,1-80,Roger Martinez,Unknown,Unknown,Inactive,Unknown
109553,1-80,Ian Jackson,Unknown,Unknown,Inactive,Unknown
109554,1-70,Aaron Leonard,Joseph Johnson,Water & Wastewater,Inactive,Sole Source
109555,1-10,Sabrina Haney,Elizabeth Williams,Land Development,Inactive,Sole Source
109556,1-40,Adam Walker,Yvette Henderson,Infrastructure / Engineering,Inactive,RFP
109557,1-10,Sabrina Haney,Elizabeth Williams,Water & Wastewater,Inactive,Sole Source
109558,1-80,Ian Jackson,Joseph Johnson,Water & Wastewater,Inactive,Sole Source
109559,1-70,Christopher Brooks,Gilbert Mason,Planning,Inactive,Sole Source
109560,1-00,Scott Ramsey,Scott Ramsey,Communication & Engagement,Active,Unknown
109561,1-70,Kurt Schmitt,Joseph Johnson,Water & Wastewater,Active,RFP
109562,1-10,Elizabeth Carr,Kyle Stephenson,Planning,Inactive,RFP
109563,1-70,Morgan Boone,Joseph Johnson,Land Development,Inactive,Sole Source
109564,1-70,Jeffrey Moore,Joseph Johnson,Stormwater,Inactive,Sole Source
109565,1-70,Aaron Davis,Unknown,Unknown,Inactive,Unknown
109566,1-10,Sabrina Haney,Michael Holloway,Land Development,Inactive,Sole Source
109567,1-80,Jonathan Mckinney,Christina Torres,Environmental,Inactive,Unknown
109568,1-70,Aaron Davis,Unknown,Unknown,Dormant,Unknown
109569,1-10,Kylie Palmer,Mary White,Planning,Inactive,Sole Source
109570,1-10,Christopher Williams,Elizabeth Williams,Information Technology,Inactive,Sole Source
109571,1-10,Christopher Williams,Katrina Walsh,General Services,Inactive,Sole Source
109572,1-10,Jay Porter,Lisa Thomas,Transportation,Inactive,Sole Source
109573,1-10,Kenneth Hall,Kevin Rivera,General Services,Inactive,Unknown
109574,1-10,Terry Sullivan,Kevin Rivera,General Services,Inactive,Unknown
109575,1-70,Dennis Thompson,Christine Rubio,Planning,Active,Sole Source
109576,1-70,Dennis Thompson,Christine Rubio,Planning,Inactive,Sole Source
109577,1-10,Veronica Romero,Eric Moore,Planning,Inactive,Sole Source
109578,1-80,Taylor Perry,Ethan Dixon,Water & Wastewater,Inactive,Sole Source
109579,1-70,Adam Lewis,Unknown,Unknown,Inactive,Unknown
109580,1-80,Jessica Chen,Unknown,Unknown,Inactive,Unknown
109581,1-80,Tina Fernandez,Richard Hogan,Infrastructure / Engineering,Inactive,Sole Source
109582,1-80,Aaron Leonard,Ethan Dixon,Water & Wastewater,Inactive,Sole Source
109583,1-80,Ian Jackson,Richard Hogan,Water & Wastewater,Inactive,Sole Source
109584,1-70,Phillip Wallace,Unknown,Unknown,Inactive,Unknown
109585,1-70,Phillip Wallace,Unknown,Unknown,Inactive,Unknown
109586,1-80,Jessica Chen,Unknown,Unknown,Inactive,Unknown
109587,1-80,William Shah,Ethan Dixon,Planning,Active,Sole Source
109588,1-70,Zoe Mcintyre,Jacob Wells,Unknown,Inactive,Sole Source
109589,1-70,Carolyn Mcgee,Jacob Wells,Unknown,Inactive,Sole Source
109590,1-60,James Cooper,Unknown,Unknown,Inactive,Unknown
109591,1-10,Brandy Bauer,Eric Moore,Communication & Engagement,Inactive,Sole Source
109592,1-00,Fernando Hernandez,Kyle Stephenson,General Services,Active,Sole Source
109593,1-10,Jenny Harris,Kyle Stephenson,Asset Management,Inactive,Sole Source
109594,1-40,Adam Walker,Denise Lane,Stormwater,Inactive,Sole Source
109595,1-40,Adam Walker,Denise Lane,Infrastructure / Engineering,Inactive,Sole Source
109596,1-70,Christopher Brooks,Kelly Parsons,GIS,Inactive,Unknown
109597,1-70,Vanessa Gray,Unknown,Unknown,Inactive,Unknown
109598,1-70,Aaron Davis,Unknown,Unknown,Dormant,Unknown
109599,1-70,Kevin Mitchell,Unknown,Unknown,Inactive,Unknown
109600,1-70,Sarah Baker,Joseph Johnson,Water & Wastewater,Inactive,Sole Source
109601,1-10,Michelle Weaver,Mandy Ray DDS,Water & Wastewater,Inactive,Unknown
109602,1-10,Jill Simmons,Unknown,Unknown,Inactive,Unknown
109603,1-70,Zoe Mcintyre,Joseph Johnson,General Services,Inactive,Sole Source
109604,1-80,Gabriella Davila,Richard Hogan,Planning,Active,Sole Source
109605,1-80,Christina Cordova,Ethan Dixon,General Services,Inactive,Sole Source
109606,1-70,Maurice Smith,Christine Rubio,Water & Wastewater,Active,Sole Source
109607,1-10,Kenneth Hall,Mandy Ray DDS,Water & Wastewater,Inactive,Unknown
109608,1-10,Terry Sullivan,Unknown,Unknown,Dormant,Unknown
109609,1-10,Lisa Powell,Kevin Rivera,Water & Wastewater,Inactive,Unknown
109610,1-80,Matthew Murray,Rachel Mathis,Infrastructure / Engineering,Inactive,RFP
109611,1-80,Toni Anderson,Unknown,Unknown,Inactive,Unknown
109612,1-70,Robert Harris,Unknown,Unknown,Inactive,Unknown
109613,1-70,Adam Lewis,Kelly Parsons,Unknown,Inactive,Unknown
109614,1-60,Mark Schwartz,Unknown,Unknown,Inactive,Unknown
109615,1-10,Ashley Bush DDS,Unknown,Unknown,Inactive,Unknown
109616,1-10,Ashley Bush DDS,Unknown,Unknown,Inactive,Unknown
109617,1-70,Jacob Wilson,Christine Rubio,Planning,Inactive,Sole Source
109618,1-70,Jacob Wilson,Christine Rubio,Planning,Inactive,Sole Source
109619,1-80,Kayla Williams,Christina Torres,Planning,Inactive,Unknown
109620,1-80,Kayla Williams,Christina Torres,Planning,Inactive,Unknown
109621,1-10,Dennis Farmer,Unknown,Unknown,Inactive,Unknown
109622,1-70,Michelle Navarro,Joseph Johnson,Water & Wastewater,Inactive,Sole Source
109623,1-10,Christopher Williams,Mandy Ray DDS,Water & Wastewater,Inactive,Unknown
109624,1-70,Stephanie Herrera,Joseph Johnson,Infrastructure / Engineering,Active,Sole Source
109625,1-70,Jonathan Mckinney,Unknown,Unknown,Inactive,Unknown
109626,1-70,Christopher Brooks,Jason Jackson,Asset Management,Inactive,Sole Source
109627,1-70,Christopher Brooks,Jason Jackson,Asset Management,Inactive,Sole Source
109628,1-70,Brandon Wiggins,Jason Jackson,Infrastructure / Engineering,Inactive,Sole Source
109629,1-70,Tammy Alvarez DDS,Jason Jackson,GIS,Inactive,Sole Source
109630,1-70,Stephanie Hunt,Kelly Parsons,General Services,Inactive,Unknown
109631,1-80,Ian Jackson,Christina Torres,General Services,Inactive,Sole Source
109632,1-15,Deborah Hoover,Jon Miller,Infrastructure / Engineering,Inactive,Unknown
109633,1-80,Ian Jackson,Christina Torres,Water & Wastewater,Inactive,Unknown
109634,1-10,Christopher Williams,Elizabeth Williams,Water & Wastewater,Inactive,Sole Source
109635,1-10,Lisa Powell,Jon Miller,Water & Wastewater,Inactive,Unknown
109636,1-80,Jennifer White,Richard Hogan,General Services,Inactive,Sole Source
109637,1-15,Deborah Hoover,Jon Miller,Infrastructure / Engineering,Inactive,Sole Source
109638,1-15,Deborah Hoover,Jon Miller,Infrastructure / Engineering,Inactive,Sole Source
109639,1-70,Kevin Mitchell,Jacob Wells,Infrastructure / Engineering,Inactive,Sole Source
109640,1-10,Deborah Hoover,Jon Miller,Transportation,Inactive,Unknown
109641,1-70,Stephanie Herrera,Joseph Johnson,Water & Wastewater,Active,Sole Source
109642,1-70,Aaron Davis,Unknown,Unknown,Dormant,Unknown
109643,1-70,Dennis Thompson,Unknown,Unknown,Inactive,Unknown
109644,1-70,Jeffrey Moore,Joseph Johnson,Environmental,Inactive,Sole Source
109645,1-10,Kenneth Hall,Mandy Ray DDS,General Services,Inactive,Unknown
109646,1-70,Maurice Montgomery MD,Gilbert Mason,Environmental,Inactive,Sole Source
109647,1-60,Alan Martinez,Unknown,Unknown,Inactive,Unknown
109648,1-70,Dana Davis,Alexa Castillo,Planning,Inactive,Sole Source
109649,1-10,Elizabeth Carr,Eric Moore,Planning,Inactive,Sole Source
109650,1-10,Cynthia Benton,Mary White,General Services,Inactive,Sole Source
109651,1-80,Ernest Fuller,Richard Hogan,General Services,Inactive,Sole Source
109652,1-80,Melissa Hood,Ethan Dixon,Planning,Inactive,Sole Source
109653,1-70,Louis Johnson,Kelly Parsons,Unknown,Inactive,Unknown
109654,1-70,Dennis Thompson,Kelly Parsons,General Services,Inactive,Unknown
109655,1-70,Maurice Smith,Joseph Johnson,General Services,Inactive,Sole Source
109656,1-70,Daniel Tran,Unknown,Unknown,Dormant,Unknown
109657,1-70,Daniel Tran,Unknown,Unknown,Inactive,Unknown
109658,1-10,Adam Campbell,Amber Marshall,General Services,Inactive,Sole Source
109659,1-10,Cynthia Benton,Mary White,General Services,Inactive,Sole Source
109660,1-15,Deborah Hoover,Mary White,Infrastructure / Engineering,Active,Sole Source
109661,1-40,Chelsea Ramos,Carol Ferrell,Water & Wastewater,Inactive,Sole Source
109662,1-40,Chelsea Ramos,Carol Ferrell,Infrastructure / Engineering,Inactive,Sole Source
109663,1-80,Mary Clark,Ethan Dixon,Water & Wastewater,Inactive,RFP
109664,1-10,Kimberly Ellis,Christian Townsend,Communication & Engagement,Inactive,Sole Source
109665,1-40,Chelsea Ramos,Carol Ferrell,Planning,Inactive,Sole Source
109666,1-10,Cathy Mora,Mary White,Transportation,Inactive,RFP
109667,1-10,James Stewart,Tristan Hunter,Transportation,Inactive,RFP
109668,1-70,Cathy Brandt PhD,Unknown,Unknown,Inactive,Unknown
109669,1-70,Marc Page,Joseph Johnson,Asset Management,Inactive,Sole Source
109670,1-20,Stephanie Herrera,Sarah Roberson,General Services,Inactive,Sole Source
109671,1-40,Adam Walker,Yvette Henderson,Infrastructure / Engineering,Inactive,Sole Source
109672,5-10,Trevor George,Robert Leonard Jr.,Urban Matters,Inactive,Sole Source
109673,1-60,Sean Watkins,Andrew Cochran,Planning,Inactive,Sole Source
109674,1-70,Dennis Thompson,Christine Rubio,Planning,Active,RFP
109675,1-70,Dennis Thompson,Christina Torres,Water & Wastewater,Inactive,Sole Source
109676,1-15,Jimmy Collins,Christopher Jones,Infrastructure / Engineering,Active,RFP
109677,1-15,Sydney Williams,Mary White,Infrastructure / Engineering,Active,Sole Source
109678,1-70,Daniel Tran,Unknown,Unknown,Inactive,Unknown
109679,1-70,Marc Page,Unknown,Unknown,Inactive,Unknown
109680,1-70,Marc Page,Unknown,Unknown,Inactive,Unknown
109681,1-70,Maurice Smith,Christine Rubio,Stormwater,Inactive,Sole Source
109682,1-70,Stephanie Herrera,Joseph Johnson,Infrastructure / Engineering,Inactive,Sole Source
109683,1-60,James Cooper,Unknown,Unknown,Dormant,Unknown
109684,1-70,Christopher Brooks,Jason Jackson,Asset Management,Active,Sole Source
109685,1-80,Roger Martinez,Unknown,Unknown,Inactive,Unknown
109686,1-10,Dennis Farmer,Unknown,Unknown,Inactive,Unknown
109687,1-20,Timothy Ellison,Unknown,Unknown,Inactive,Unknown
109688,1-70,Sean Rogers,Christine Rubio,Planning,Inactive,RFP
109689,1-70,Maurice Smith,Jason Jackson,General Services,Inactive,Sole Source
109690,1-40,Chelsea Ramos,Benjamin Elliott,Water & Wastewater,Inactive,Sole Source
109691,1-10,Ashley Bush DDS,Unknown,Unknown,Inactive,Unknown
109692,1-10,Charles Anderson,Unknown,Unknown,Inactive,Unknown
109693,1-70,Zachary Gray,Unknown,Unknown,Inactive,Unknown
109694,1-70,Dr. Luis Butler,Joseph Johnson,Stormwater,Active,Sole Source
109695,1-10,Deborah Hoover,Jon Miller,Water & Wastewater,Inactive,Unknown
109696,1-10,Lisa Powell,Jon Miller,Stormwater,Inactive,Unknown
109697,1-40,James Cooper,Benjamin Elliott,Water & Wastewater,Inactive,Sole Source
109698,1-70,Matthew Fisher,Unknown,Unknown,Inactive,Unknown
109699,1-70,Jennifer Reynolds,Joseph Johnson,Stormwater,Inactive,Sole Source
109700,1-70,Eric Evans,Unknown,Unknown,Inactive,Unknown
109701,1-00,Scott Ramsey,Scott Ramsey,Communication & Engagement,Active,Sole Source
109702,1-70,Eric Evans,Unknown,Unknown,Dormant,Unknown
109703,1-70,Dennis Thompson,Unknown,Unknown,Inactive,Unknown
109704,1-40,John Mcgee,Unknown,Unknown,Inactive,Unknown
109705,1-70,Jonathan Mckinney,Joseph Johnson,Water & Wastewater,Inactive,Sole Source
109706,1-70,Lisa Gardner,Jacob Wells,Transportation,Inactive,Unknown
109707,1-70,Dana Davis,Kelly Parsons,General Services,Inactive,Unknown
109708,1-40,Robin Taylor,Denise Lane,Land Development,Inactive,Sole Source
109709,1-10,Sydney Williams,Jon Miller,Water & Wastewater,Inactive,Sole Source
109710,1-40,Frederick Brewer,Unknown,Unknown,Dormant,Unknown
109711,1-70,Stephanie Herrera,Joseph Johnson,Infrastructure / Engineering,Inactive,Sole Source
109712,1-10,Franklin Clark,Kevin Rivera,Water & Wastewater,Inactive,Unknown
109713,1-10,Lauren Travis,Mandy Ray DDS,Planning,Inactive,Unknown
109714,1-10,Sabrina Haney,Unknown,Unknown,Dormant,Unknown
109715,1-40,Frederick Brewer,Unknown,Unknown,Dormant,Unknown
109716,1-70,Michelle Navarro,Joseph Johnson,Water & Wastewater,Active,Sole Source
109717,1-10,Ashley Bush DDS,Mandy Ray DDS,General Services,Inactive,Unknown
109718,1-10,Nicole Jones,Mary White,General Services,Inactive,Sole Source
109719,1-80,Ernest Fuller,Richard Hogan,Infrastructure / Engineering,Inactive,Sole Source
109720,1-40,Chelsea Ramos,Carol Ferrell,Planning,Inactive,Sole Source
109721,1-40,Margaret Lawson,Benjamin Elliott,Planning,Inactive,Sole Source
109722,1-61,Brittney Banks,Richard Hogan,Water & Wastewater,Inactive,Sole Source
109723,1-70,Sean Rogers,Christine Rubio,Planning,Active,Sole Source
109724,1-00,Tammie Jones,Tammie Jones,Communication & Engagement,Active,Sole Source
109725,1-10,Ashley Bush DDS,Kevin Rivera,General Services,Inactive,Unknown
109726,1-80,Toni Anderson,Richard Hogan,General Services,Inactive,Sole Source
109727,1-80,Christina Cordova,Ethan Dixon,General Services,Inactive,Sole Source
109728,1-70,Robert Harris,Unknown,Unknown,Inactive,Unknown
109729,1-80,Toni Anderson,Unknown,Unknown,Inactive,Unknown
109730,1-10,Douglas Brown,Kyle Stephenson,Water & Wastewater,Inactive,Unknown
109731,1-15,Deborah Hoover,Darius Key,General Services,Inactive,Sole Source
109732,1-10,Cynthia Benton,Mary White,Water & Wastewater,Inactive,Sole Source
109733,1-10,Makayla Campbell,Mary White,Water & Wastewater,Active,Sole Source
109734,1-40,Adam Walker,Yvette Henderson,Asset Management,Inactive,Sole Source
109735,1-40,Adam Walker,Yvette Henderson,Infrastructure / Engineering,Inactive,Sole Source
109736,1-70,Christopher Brooks,Gilbert Mason,Planning,Inactive,Sole Source
109737,1-10,Christopher Williams,Kyle Stephenson,Asset Management,Inactive,Sole Source
109738,1-60,Alex Norris,Unknown,Unknown,Dormant,Unknown
109739,1-60,James Cooper,Unknown,Unknown,Inactive,Unknown
109740,1-40,Christopher Parker,Unknown,Unknown,Inactive,Unknown
109741,1-10,Lisa Gardner,Chad Morgan,Transportation,Inactive,Sole Source
109742,1-10,Michelle Weaver,Mandy Ray DDS,Water & Wastewater,Inactive,Unknown
109743,1-20,Aaron Leonard,Unknown,Unknown,Inactive,Unknown
109744,1-70,Sarah Baker,Kelly Parsons,Planning,Inactive,Unknown
109745,1-40,Carolyn Mcgee,Unknown,Unknown,Dormant,Unknown
109746,1-70,Jonathan Mckinney,Joseph Johnson,General Services,Inactive,Unknown
109747,1-70,Jonathan Mckinney,Joseph Johnson,Water & Wastewater,Inactive,Unknown
109748,1-70,Jonathan Mckinney,Joseph Johnson,Water & Wastewater,Inactive,Sole Source
109749,1-61,Ashley Bush DDS,Sarah Frank,Planning,Inactive,RFP
109750,1-70,Jennifer Mora,Kelly Parsons,General Services,Inactive,Unknown
109751,1-70,Cory Tate,Joseph Johnson,Water & Wastewater,Inactive,Sole Source
109752,1-70,Christine West,Jason Jackson,General Services,Inactive,Sole Source
109753,1-15,Deborah Hoover,Jon Miller,Asset Management,Inactive,Sole Source
109754,1-15,Deborah Hoover,Jon Miller,Water & Wastewater,Inactive,Sole Source
109755,1-20,Kylie Palmer,Unknown,Unknown,Dormant,Unknown
109756,1-10,David Olson,Mary White,Water & Wastewater,Inactive,Sole Source
109757,1-60,William Shah,Yvonne Mathis,Planning,Inactive,Sole Source
109758,1-70,Dana Davis,Christine Rubio,Land Development,Inactive,Sole Source
109759,1-40,John Mcgee,Benjamin Elliott,Strategic Services,Inactive,Unknown
109760,1-40,Michelle George,Benjamin Elliott,Planning,Inactive,RFP
109761,1-15,Sydney Williams,Jon Miller,Infrastructure / Engineering,Inactive,Unknown
109762,1-80,Ian Jackson,Jeffrey Stewart,General Services,Inactive,Unknown
109763,1-70,Marc Page,Joseph Johnson,Water & Wastewater,Inactive,Unknown
109764,1-40,Tony Abbott,Unknown,Unknown,Inactive,Unknown
109765,1-70,Sean Rogers,Christine Rubio,Planning,Active,Sole Source
109766,1-10,Tina Henderson,Jon Miller,Planning,Inactive,RFP
109767,1-60,Melissa Hood,Ann Burns DVM,General Services,Inactive,Sole Source
109768,1-70,Olivia Stephens,Christine Rubio,Planning,Active,Sole Source
109769,1-15,Deborah Hoover,Mary White,Integrated Design,Inactive,RFP
109770,1-10,Christopher Williams,Christina Torres,Planning,Inactive,Sole Source
109771,1-10,Ashley Bush DDS,Mandy Ray DDS,General Services,Inactive,Unknown
109772,1-70,Zoe Mcintyre,Unknown,Unknown,Inactive,Unknown
109773,1-60,Deborah Mitchell,Sarah Reyes,Planning,Inactive,RFP
109774,1-70,Rick Wood,Joseph Johnson,Infrastructure / Engineering,Active,Sole Source
109775,1-60,Sheila Sanders,Unknown,Unknown,Dormant,Unknown
109776,1-40,Chelsea Ramos,Carol Ferrell,Planning,Inactive,Sole Source
109777,1-40,Veronica Romero,Carol Ferrell,Land Development,Inactive,Sole Source
109778,1-10,Randall Smith,Christina Torres,Planning,Inactive,Sole Source
109779,1-15,Sydney Williams,Mary White,Infrastructure / Engineering,Active,Sole Source
109780,1-61,Kayla Williams,Richard Hogan,General Services,Inactive,Sole Source
109781,1-10,Nicole Jones,Mary White,Inspection,Active,Sole Source
109782,1-60,Sean Watkins,Yvonne Mathis,Landscape Architecture,Inactive,RFP
109783,1-70,Sarah Baker,Joseph Johnson,General Services,Inactive,Sole Source
109784,1-70,Tamara Avila,Unknown,Unknown,Inactive,Unknown
109785,1-00,David Griffin,Unknown,Unknown,Inactive,Unknown
109786,1-60,Bailey Carr,Unknown,Unknown,Inactive,Unknown
109787,1-10,Deborah Hoover,Jon Miller,Water & Wastewater,Inactive,Unknown
109788,1-15,Deborah Hoover,Jon Miller,General Services,Inactive,Sole Source
109789,1-40,Richard Dorsey,Unknown,Unknown,Inactive,Unknown
109790,1-10,Lauren Travis,Mandy Ray DDS,Land Development,Inactive,Unknown
109791,1-70,Phillip Wallace,Unknown,Unknown,Inactive,Unknown
109792,1-70,Jennifer Reynolds,Unknown,Unknown,Inactive,Unknown
109793,1-40,Christopher Parker,Christopher Parker,General Services,Inactive,Unknown
109794,1-70,Michael Crawford,Mrs. Sara Li,Communication & Engagement,Inactive,Sole Source
